county,state,fips,cancer_rate,avg_annual_count,five_year_trend,has_cancer_data,rural_rural,rural_urban,trend_,trend_falling,trend_rising,trend_stable
latah county,idaho,16057,422.6,171,0,1,True,False,False,False,False,True
washtenaw county,michigan,26161,422.6,1694,-1.4,1,False,True,False,True,False,False
mcdonald county,missouri,29119,422.6,120,0.9,1,True,False,False,False,False,True
broward county,florida,12011,422.5,10414,-2.5,1,False,True,False,True,False,False
stafford county,virginia,51179,422.4,631,-1.2,1,False,True,False,True,False,False
orange county,florida,12095,422.3,6048,-1.1,1,False,True,False,True,False,False
polk county,oregon,41053,422.3,457,-1.9,1,False,True,False,True,False,False
pope county,illinois,17151,422.3,31,2.3,1,True,False,False,False,False,True
fayette county,alabama,01057,422.2,100,-2,1,True,False,False,False,False,True
pike county,arkansas,05109,422.2,62,-0.3,1,True,False,False,False,False,True
oconee county,georgia,13219,422.1,206,-0.7,1,False,True,False,False,False,True
northwest arctic borough,alaska,02188,422,24,0.7,1,True,False,False,False,False,True
kleberg county,texas,48273,421.9,125,-0.7,1,True,False,False,False,False,True
franklin county,alabama,01059,421.9,170,-0.2,1,True,False,False,False,False,True
emmet county,michigan,26047,421.9,214,-1.1,1,True,False,False,False,False,True
albany county,wyoming,56001,421.9,141,-0.4,1,True,False,False,False,False,True
denton county,texas,48121,421.8,3521,-1.6,1,False,True,False,True,False,False
lincoln parish,louisiana,22061,421.8,201,-0.8,1,True,False,False,True,False,False
hamilton county,iowa,19079,421.8,91,-0.1,1,True,False,False,False,False,True
weber county,utah,49057,421.7,1046,0.1,1,False,True,False,False,False,True
brown county,nebraska,31017,421.7,20,-1,1,True,False,False,False,False,True
miami-dade county,florida,12086,421.7,14117,-0.3,1,False,True,False,False,False,True
lake county,oregon,41037,421.7,58,-1.8,1,True,False,False,True,False,False
henderson county,illinois,17071,421.7,48,-0.1,1,True,False,False,False,False,True
franklin county,mississippi,28037,421.6,48,-0.2,1,True,False,False,False,False,True
white county,illinois,17193,421.6,91,-13.3,1,True,False,False,True,False,False
mesa county,colorado,08077,421.5,886,0.5,1,False,True,False,False,False,True
cherokee county,alabama,01019,421.5,163,0,1,True,False,False,False,False,True
allamakee county,iowa,19005,421.2,92,-0.2,1,True,False,False,False,False,True
tuolumne county,california,06109,421.2,403,4.4,1,True,False,False,False,False,True
wilson county,texas,48493,421.2,255,-0.2,1,False,True,False,False,False,True
teton county,idaho,16081,421.1,52,-0.2,1,True,False,False,False,False,True
swift county,minnesota,27151,421.1,65,-1.4,1,True,False,False,True,False,False
benewah county,idaho,16009,421,62,-1.3,1,True,False,False,False,False,True
montgomery county,texas,48339,420.9,2733,0.7,1,False,True,False,False,False,True
newport news city,virginia,51700,420.9,821,-0.9,1,False,True,False,True,False,False
livingston county,michigan,26093,420.9,1091,-2.1,1,False,True,False,True,False,False
berkeley county,south carolina,45015,420.8,1050,-2.1,1,False,True,False,True,False,False
hillsdale county,michigan,26059,420.7,274,-0.5,1,True,False,False,False,False,True
lancaster county,nebraska,31109,420.7,1426,-3.9,1,False,True,False,True,False,False
jefferson county,texas,48245,420.6,1243,0.9,1,False,True,False,False,False,True
natrona county,wyoming,56025,420.4,397,-0.6,1,False,True,False,False,False,True
houston county,texas,48225,420.4,141,-5.5,1,True,False,False,True,False,False
minidoka county,idaho,16067,420.4,105,-0.4,1,True,False,False,False,False,True
pemiscot county,missouri,29155,420.4,85,0.5,1,True,False,False,False,False,True
clarion county,pennsylvania,42031,420.2,219,-6.7,1,True,False,False,True,False,False
washington county,texas,48477,420.1,220,-1.1,1,True,False,False,True,False,False
nantucket county,massachusetts,25019,419.9,70,-2.5,1,True,False,False,True,False,False
newport county,rhode island,44005,419.7,568,-4.8,1,False,True,False,True,False,False
lake county,california,06033,419.7,436,-1.2,1,True,False,False,True,False,False
atascosa county,texas,48013,419.6,229,-0.3,1,False,True,False,False,False,True
cascade county,montana,30013,419.6,464,-1,1,False,True,False,True,False,False
coffee county,alabama,01031,419.5,277,-0.5,1,True,False,False,False,False,True
ralls county,missouri,29173,419.4,66,-0.4,1,True,False,False,False,False,True
knox county,missouri,29103,419.3,23,-0.8,1,True,False,False,False,False,True
iron county,utah,49021,419.2,222,0,1,True,False,False,False,False,True
johnson county,nebraska,31097,419.2,31,0.2,1,True,False,False,False,False,True
bon homme county,south dakota,46009,419.1,42,-1,1,True,False,False,False,False,True
travis county,texas,48453,419,4761,0.8,1,False,True,False,False,True,False
greene county,virginia,51079,419,112,-0.9,1,False,True,False,False,False,True
carson county,texas,48065,418.9,34,5.3,1,False,True,False,False,False,True
hampton county,south carolina,45049,418.6,106,-0.8,1,True,False,False,False,False,True
garden county,nebraska,31069,418.5,15,2.2,1,True,False,False,False,False,True
coos county,oregon,41011,418.3,461,-1.4,1,True,False,False,True,False,False
walworth county,south dakota,46129,418.3,34,-0.6,1,True,False,False,False,False,True
irwin county,georgia,13155,418.2,52,0,1,True,False,False,False,False,True
frontier county,nebraska,31063,418.2,18,-0.9,1,True,False,False,False,False,True
madison county,montana,30057,417.9,65,0,1,True,False,False,False,False,True
solano county,california,06095,417.6,2281,-0.1,1,False,True,False,False,False,True
miller county,arkansas,05091,417.6,221,-8.5,1,False,True,False,True,False,False
benton county,arkansas,05007,417.5,1220,0.3,1,False,True,False,False,False,True
dodge county,georgia,13091,417.5,114,-0.6,1,True,False,False,False,False,True
delta county,michigan,26041,417.5,253,-0.4,1,True,False,False,False,False,True
williams county,ohio,39171,417.4,215,-0.7,1,True,False,False,False,False,True
deer lodge county,montana,30023,417.3,68,-1,1,True,False,False,False,False,True
mason county,michigan,26105,417.2,190,4.7,1,True,False,False,False,True,False
centre county,pennsylvania,42027,417.2,715,-0.4,1,False,True,False,False,False,True
madison county,texas,48313,417.2,64,0.2,1,True,False,False,False,False,True
lemhi county,idaho,16059,417.1,66,0.1,1,True,False,False,False,False,True
halifax county with south boston city,virginia,51083,417.1,229,-6.9,1,True,False,False,True,False,False
calumet county,wisconsin,55015,417.1,267,-0.7,1,False,True,False,False,False,True
glasscock county,texas,48173,417,5,1.1,1,True,False,False,False,False,True
llano county,texas,48299,416.9,184,-1,1,True,False,False,True,False,False
gooding county,idaho,16047,416.6,82,-0.8,1,True,False,False,False,False,True
lincoln county,arkansas,05079,416.5,64,0.2,1,True,False,False,False,False,True
bronx county,new york,36005,416.3,6414,-1,1,False,True,False,True,False,False
napa county,california,06055,416.2,801,2.6,1,False,True,False,False,False,True
platte county,wyoming,56031,416.2,62,-0.8,1,True,False,False,False,False,True
clinton county,michigan,26037,416.1,421,-0.6,1,False,True,False,False,False,True
calaveras county,california,06009,416,335,-0.4,1,True,False,False,False,False,True
cochran county,texas,48079,416,13,-0.6,1,False,True,False,False,False,True
fall river county,south dakota,46047,416,58,-2.5,1,True,False,False,True,False,False
washington county,oregon,41067,416,2671,-0.4,1,False,True,False,True,False,False
candler county,georgia,13043,415.8,61,0.1,1,True,False,False,False,False,True
wilbarger county,texas,48487,415.7,68,-1.5,1,True,False,False,True,False,False
chase county,nebraska,31029,415.5,22,0.6,1,True,False,False,False,False,True
lawrence county,missouri,29109,415.5,208,-0.4,1,True,False,False,False,False,True
debaca county,new mexico,35011,415.5,13,0.6,1,True,False,False,False,False,True
rock county,nebraska,31149,415.4,10,-1,1,True,False,False,False,False,True
osceola county,michigan,26133,415.3,141,-1.5,1,True,False,False,True,False,False
sutter county,california,06101,415.3,479,0,1,False,True,False,False,False,True
iowa county,wisconsin,55049,415.2,138,0.6,1,False,True,False,False,False,True
mckean county,pennsylvania,42083,415.2,235,-1.1,1,True,False,False,False,False,True
shelby county,texas,48419,415.1,130,-0.6,1,True,False,False,False,False,True
greer county,oklahoma,40055,415.1,29,-0.2,1,True,False,False,False,False,True
howard county,maryland,24027,415,1561,-0.8,1,False,True,False,True,False,False
dallam county,texas,48111,415,27,-1.4,1,True,False,False,False,False,True
shenandoah county,virginia,51171,414.9,271,0.2,1,True,False,False,False,False,True
yakima county,washington,53077,414.8,1103,1.2,1,False,True,False,False,True,False
bayfield county,wisconsin,55007,414.7,123,0.3,1,True,False,False,False,False,True
dooly county,georgia,13093,414.6,68,1.6,1,True,False,False,False,False,True
maui county,hawaii,15009,414.5,908,0.1,1,False,True,False,False,False,True
deschutes county,oregon,41017,414.5,1128,-1.2,1,False,True,False,True,False,False
luce county,michigan,26095,414.4,37,-0.8,1,True,False,False,False,False,True
hardin county,tennessee,47071,414.4,173,-1.1,1,True,False,False,False,False,True
kalamazoo county,michigan,26077,414.3,1211,-1.5,1,False,True,False,True,False,False
delaware county,oklahoma,40041,414.2,270,-0.2,1,True,False,False,False,False,True
middlesex county,massachusetts,25017,414,8022,-4.3,1,False,True,False,True,False,False
carbon county,wyoming,56007,413.9,76,0.1,1,True,False,False,False,False,True
dundy county,nebraska,31057,413.9,12,0,1,True,False,False,False,False,True
yolo county,california,06113,413.8,877,-0.6,1,False,True,False,False,False,True
madison county,idaho,16065,413.8,97,0.7,1,True,False,False,False,False,True
james city county,virginia,51095,413.7,530,-1.7,1,False,True,False,False,False,True
kings county,new york,36047,413.6,12218,-1,1,False,True,False,True,False,False
marion county,georgia,13197,413.6,49,-0.6,1,False,True,False,False,False,True
cedar county,missouri,29039,413.6,92,-0.8,1,True,False,False,False,False,True
chaffee county,colorado,08015,413.5,132,-0.1,1,True,False,False,False,False,True
carter county,tennessee,47019,413.5,357,-0.1,1,False,True,False,False,False,True
texas county,missouri,29215,413.5,147,-0.6,1,True,False,False,False,False,True
dona ana county,new mexico,35013,413.4,1009,-2.4,1,False,True,False,False,False,True
crosby county,texas,48107,413.3,28,1,1,False,True,False,False,False,True
phelps county,nebraska,31137,413,52,-0.2,1,True,False,False,False,False,True
westmoreland county,pennsylvania,42129,412.9,2300,-8.4,1,False,True,False,True,False,False
jackson county,texas,48239,412.9,81,-1.1,1,True,False,False,False,False,True
grant county,washington,53025,412.8,425,-0.6,1,True,False,False,False,False,True
nelson county,virginia,51125,412.7,110,-6.2,1,False,True,False,True,False,False
newton county,arkansas,05101,412.7,53,-0.1,1,True,False,False,False,False,True
wayne county,utah,49055,412.6,16,0.1,1,True,False,False,False,False,True
fayette county,texas,48149,412.6,167,1.3,1,True,False,False,False,False,True
cleveland county,oklahoma,40027,412.5,1282,-1.2,1,False,True,False,True,False,False
linn county,oregon,41043,412.5,699,-0.8,1,False,True,False,True,False,False
morgan county,utah,49029,412.3,48,-0.2,1,False,True,False,False,False,True
prairie county,arkansas,05117,412.2,54,-0.5,1,True,False,False,False,False,True
hawaii county,hawaii,15001,412.1,1201,1.8,1,True,False,False,False,False,True
carroll county,virginia,51035,412,196,0.2,1,True,False,False,False,False,True
george county,mississippi,28039,412,115,0.8,1,True,False,False,False,False,True
benton county,washington,53005,412,956,-1,1,False,True,False,True,False,False
marion county,arkansas,05089,411.9,131,-0.8,1,True,False,False,False,False,True
maverick county,texas,48323,411.5,219,3.2,1,False,True,False,False,False,True
wells county,north dakota,38103,411.5,32,0.3,1,True,False,False,False,False,True
franklin county,idaho,16041,411.4,61,0.5,1,False,True,False,False,False,True
lauderdale county,alabama,01077,411.4,522,-1,1,False,True,False,True,False,False
lee county,south carolina,45061,411.4,95,-4.9,1,True,False,False,True,False,False
weld county,colorado,08123,411.3,1321,-3.9,1,False,True,False,True,False,False
essex county,new york,36031,411.2,258,-0.8,1,True,False,False,True,False,False
pulaski county,virginia,51155,410.9,217,-0.4,1,False,True,False,False,False,True
union county,kentucky,21225,410.8,77,-8,1,True,False,False,True,False,False
fergus county,montana,30027,410.7,76,-1.7,1,True,False,False,True,False,False
franklin county,massachusetts,25011,410.7,452,-0.8,1,True,False,False,True,False,False
otsego county,michigan,26137,410.7,147,-0.8,1,True,False,False,False,False,True
quitman county,georgia,13239,410.6,18,-0.4,1,True,False,False,False,False,True
york county,virginia,51199,410.5,355,-0.9,1,False,True,False,True,False,False
boise county,idaho,16015,410.5,56,-0.7,1,False,True,False,False,False,True
fairfield county,south carolina,45039,410.3,139,-0.9,1,False,True,False,True,False,False
wayne county,pennsylvania,42127,410.3,348,-0.8,1,True,False,False,False,False,True
hoonah-angoon census area,alaska,02105,410.2,16,-0.5,1,True,False,False,False,False,True
cherry county,nebraska,31031,410.1,33,-0.3,1,True,False,False,False,False,True
blount county,alabama,01009,410.1,319,-0.3,1,False,True,False,False,False,True
telfair county,georgia,13271,410,69,0.7,1,True,False,False,False,False,True
jeff davis county,georgia,13161,409.6,73,0.1,1,True,False,False,False,False,True
contra costa county,california,06013,409.6,5781,-0.6,1,False,True,False,False,False,True
kent county,michigan,26081,409.3,2909,-1.9,1,False,True,False,True,False,False
teton county,wyoming,56039,409.3,114,-0.7,1,True,False,False,False,False,True
comal county,texas,48091,409.2,849,-1,1,False,True,False,True,False,False
cassia county,idaho,16031,409.2,105,2.8,1,True,False,False,False,False,True
irion county,texas,48235,409.2,10,0.1,1,False,True,False,False,False,True
refugio county,texas,48391,409,41,-1.8,1,True,False,False,False,False,True
hampton city,virginia,51650,408.8,669,-1.2,1,False,True,False,True,False,False
highland county,virginia,51091,408.8,18,0.9,1,True,False,False,False,False,True
taylor county,wisconsin,55119,408.7,118,-0.2,1,True,False,False,False,False,True
cook county,minnesota,27031,408.6,43,0.1,1,True,False,False,False,False,True
fairbanks north star,alaska,02090,408.5,369,0.5,1,False,True,False,False,False,True
lincoln county,colorado,08073,408.5,30,1.5,1,True,False,False,False,False,True
glades county,florida,12043,408.4,87,-0.4,1,True,False,False,False,False,True
collin county,texas,48085,408.2,4092,-0.9,1,False,True,False,True,False,False
colfax county,nebraska,31037,408.2,45,-0.1,1,True,False,False,False,False,True
medina county,texas,48325,408.2,257,1.2,1,False,True,False,False,True,False
bexar county,texas,48029,408.2,7988,0.1,1,False,True,False,False,False,True
richland county,south carolina,45079,408.1,1757,-1.3,1,False,True,False,True,False,False
henry county,virginia,51089,407.8,333,-0.7,1,True,False,False,False,False,True
orange county,california,06059,407.8,15089,-0.7,1,False,True,False,True,False,False
honolulu county,hawaii,15003,407.8,5217,-0.6,1,False,True,False,True,False,False
guadalupe county,texas,48187,407.7,767,-1.1,1,False,True,False,True,False,False
ionia county,michigan,26067,407.6,317,-0.6,1,False,True,False,False,False,True
nevada county,arkansas,05099,407.5,51,-0.1,1,True,False,False,False,False,True
hickory county,missouri,29085,407.4,65,0.2,1,True,False,False,False,False,True
perry county,arkansas,05105,407.4,58,-1,1,False,True,False,False,False,True
sevier county,utah,49041,407.3,102,0.1,1,True,False,False,False,False,True
buffalo county,wisconsin,55011,407.3,86,0.1,1,True,False,False,False,False,True
wasatch county,utah,49051,407.2,137,0.1,1,True,False,False,False,False,True
converse county,wyoming,56009,407.2,72,-0.9,1,True,False,False,False,False,True
sheridan county,montana,30091,407.1,24,0.4,1,True,False,False,False,False,True
lafayette county,mississippi,28071,407.1,220,-3,1,True,False,False,True,False,False
charlton county,georgia,13049,407,61,0.7,1,True,False,False,False,False,True
lancaster county,south carolina,45057,407,554,-8.8,1,False,True,False,True,False,False
sacramento county,california,06067,406.9,7111,-1.4,1,False,True,False,True,False,False
hampshire county,massachusetts,25015,406.8,823,-1.1,1,False,True,False,True,False,False
yavapai county,arizona,04025,406.8,1830,-0.5,1,False,True,False,True,False,False
brazos county,texas,48041,406.8,709,1.1,1,False,True,False,False,False,True
warren county,virginia,51187,406.7,213,-0.3,1,False,True,False,False,False,True
cullman county,alabama,01043,406.7,471,-0.2,1,True,False,False,False,False,True
geneva county,alabama,01061,406.7,155,-1.6,1,False,True,False,True,False,False
adair county,missouri,29001,406.6,109,-0.5,1,True,False,False,False,False,True
little river county,arkansas,05081,406.5,73,-0.3,1,False,True,False,False,False,True
childress county,texas,48075,406.4,32,-0.7,1,True,False,False,False,False,True
la paz county,arizona,04012,406.4,134,1.5,1,True,False,False,False,True,False
box elder county,utah,49003,406.4,228,-0.2,1,True,False,False,False,False,True
nodaway county,missouri,29147,406.3,101,-0.6,1,True,False,False,False,False,True
la salle county,texas,48283,406.3,28,6,1,True,False,False,False,False,True
sandoval county,new mexico,35043,406.3,776,-0.3,1,False,True,False,False,False,True
atkinson county,georgia,13003,406.2,37,-0.5,1,True,False,False,False,False,True
cheboygan county,michigan,26031,406.1,182,-1,1,True,False,False,False,False,True
barry county,michigan,26015,406,345,-1.2,1,False,True,False,False,False,True
bates county,missouri,29013,405.7,90,-0.9,1,False,True,False,False,False,True
suffolk county,massachusetts,25025,405.5,3187,-2.4,1,False,True,False,True,False,False
madison county,alabama,01089,405.5,1848,-3.1,1,False,True,False,False,False,True
buena vista county,iowa,19021,405.4,101,-0.9,1,True,False,False,True,False,False
salt lake county,utah,49035,405.3,4366,1,1,False,True,False,False,False,True
jackson county,oklahoma,40065,405.3,113,-1.9,1,True,False,False,True,False,False
lincoln county,idaho,16063,405.2,23,0.7,1,True,False,False,False,False,True
mohave county,arizona,04015,405.2,1629,-2.5,1,False,True,False,True,False,False
kodiak island borough,alaska,02150,405.2,52,-1.4,1,True,False,False,False,False,True
caldwell county,texas,48055,404.9,214,-1.1,1,False,True,False,True,False,False
mendocino county,california,06045,404.7,550,-1.5,1,True,False,False,True,False,False
northumberland county,virginia,51133,404.4,110,-0.6,1,True,False,False,False,False,True
upton county,texas,48461,404.2,14,4,1,True,False,False,False,False,True
denver county,colorado,08031,404.1,2746,-0.8,1,False,True,False,True,False,False
harris county,texas,48201,404,17610,0.4,1,False,True,False,False,False,True
oktibbeha county,mississippi,28105,403.9,180,-0.5,1,True,False,False,False,False,True
polk county,arkansas,05113,403.9,122,-0.5,1,True,False,False,False,False,True
big horn county,wyoming,56003,403.8,69,-1.3,1,True,False,False,False,False,True
scurry county,texas,48415,403.7,77,-0.8,1,True,False,False,False,False,True
wibaux county,montana,30109,403.7,7,-2,1,True,False,False,False,False,True
kusilvak census area,alaska,02158,403.7,18,-0.9,1,True,False,False,False,False,True
garrett county,maryland,24023,403.6,181,-0.3,1,True,False,False,False,False,True
sherman county,nebraska,31163,403.4,21,-0.8,1,True,False,False,False,False,True
patrick county,virginia,51141,403.3,124,0,1,True,False,False,False,False,True
dukes county,massachusetts,25007,403.3,137,-7.8,1,True,False,False,True,False,False
franklin county,florida,12037,403.2,83,-0.4,1,True,False,False,False,False,True
comanche county,texas,48093,403.1,84,-1.2,1,True,False,False,True,False,False
taylor county,georgia,13269,403,47,-0.3,1,True,False,False,False,False,True
johnson county,tennessee,47091,402.9,113,-4,1,True,False,False,False,False,True
mariposa county,california,06043,402.9,127,4.3,1,True,False,False,False,False,True
long county,georgia,13183,402.9,58,-0.3,1,False,True,False,False,False,True
darke county,ohio,39037,402.8,292,-0.3,1,True,False,False,False,False,True
rockingham county,virginia,51165,402.8,455,-5.8,1,False,True,False,False,False,True
franklin county,pennsylvania,42055,402.7,860,-7.4,1,False,True,False,True,False,False
adams county,colorado,08001,402.7,1905,-0.7,1,False,True,False,True,False,False
pasquotank county,north carolina,37139,402.6,209,-6.2,1,True,False,False,True,False,False
kern county,california,06029,402.5,3355,-0.7,1,False,True,False,True,False,False
sheridan county,wyoming,56033,402.5,179,-1.8,1,True,False,False,True,False,False
madison county,virginia,51113,402.3,85,-1.6,1,True,False,False,True,False,False
daviess county,missouri,29061,402,47,-0.1,1,True,False,False,False,False,True
keya paha county,nebraska,31103,401.9,5,1.8,1,True,False,False,False,False,True
jefferson county,colorado,08059,401.9,2920,-0.9,1,False,True,False,True,False,False
live oak county,texas,48297,401.8,63,0.2,1,True,False,False,False,False,True
austin county,texas,48015,401.8,168,-1.3,1,False,True,False,True,False,False
mills county,texas,48333,401.7,31,0.7,1,True,False,False,False,False,True
nevada county,california,06057,400.9,708,-1.3,1,True,False,False,True,False,False
otero county,new mexico,35035,400.5,323,0.1,1,True,False,False,False,False,True
hayes county,nebraska,31085,400.4,4,-999,1,True,False,True,False,False,False
grant county,north dakota,38037,400.4,18,0,1,True,False,False,False,False,True
columbia county,arkansas,05027,400.4,110,-0.6,1,True,False,False,False,False,True
eau claire county,wisconsin,55035,400.4,492,-1.2,1,False,True,False,False,False,True
wahkiakum county,washington,53069,400.1,31,-0.1,1,True,False,False,False,False,True
union county,oregon,41061,400.1,145,-7.3,1,True,False,False,False,False,True
shackelford county,texas,48417,400.1,18,-1.9,1,True,False,False,False,False,True
iron county,michigan,26071,400,87,-1.3,1,True,False,False,False,False,True
moore county,tennessee,47127,400,38,1.1,1,True,False,False,False,False,True
kinney county,texas,48271,400,20,0.6,1,True,False,False,False,False,True
branch county,michigan,26023,399.8,239,-1,1,True,False,False,False,False,True
st. joseph county,michigan,26149,399.5,316,-0.8,1,True,False,False,True,False,False
carroll county,missouri,29033,399.4,53,-0.3,1,True,False,False,False,False,True
cavalier county,north dakota,38019,399.4,25,-0.5,1,True,False,False,False,False,True
franklin county,washington,53021,399.4,311,-1.1,1,False,True,False,True,False,False
hall county,texas,48191,399.3,18,-0.2,1,True,False,False,False,False,True
richland county,wisconsin,55103,399.2,112,-0.4,1,True,False,False,False,False,True
queens county,new york,36081,399.2,11652,0,1,False,True,False,False,False,True
sweetwater county,wyoming,56037,399.1,185,-7.8,1,True,False,False,False,False,True
jefferson county,oregon,41031,399,131,0.7,1,False,True,False,False,False,True
san mateo county,california,06081,398.8,3757,-1.3,1,False,True,False,True,False,False
st. croix county,wisconsin,55109,398.8,432,1,1,False,True,False,False,True,False
schuyler county,missouri,29197,398.8,22,-11.9,1,True,False,False,True,False,False
tripp county,south dakota,46123,398.7,34,-1.2,1,True,False,False,False,False,True
douglas county,colorado,08035,398.6,1478,-1,1,False,True,False,True,False,False
san bernardino county,california,06071,398.6,8463,-0.7,1,False,True,False,True,False,False
routt county,colorado,08107,398.5,121,8,1,True,False,False,False,False,True
cass county,michigan,26027,398.5,304,-1.2,1,False,True,False,True,False,False
douglas county,oregon,41019,398.2,712,-1,1,True,False,False,True,False,False
pickett county,tennessee,47137,398.1,36,-0.7,1,True,False,False,False,False,True
elliott county,kentucky,21063,398,42,-0.6,1,True,False,False,False,False,True
pima county,arizona,04019,397.9,5563,-0.5,1,False,True,False,True,False,False
sierra county,new mexico,35051,397.9,93,-0.7,1,True,False,False,True,False,False
floyd county,texas,48153,397.8,27,-0.2,1,True,False,False,False,False,True
riverside county,california,06065,397.8,10659,-1.9,1,False,True,False,True,False,False
pacific county,washington,53049,397.7,185,-0.6,1,True,False,False,False,False,True
calhoun county,south carolina,45017,397.6,86,-0.9,1,False,True,False,False,False,True
barnwell county,south carolina,45011,397,110,-0.6,1,True,False,False,False,False,True
bennett county,south dakota,46007,397,14,-0.2,1,True,False,False,False,False,True
juneau borough,alaska,02110,396.9,145,-1.1,1,True,False,False,False,False,True
adair county,iowa,19001,396.9,46,0.2,1,True,False,False,False,False,True
san benito county,california,06069,396.9,260,-0.4,1,False,True,False,False,False,True
brooks county,texas,48047,396.5,32,0.6,1,True,False,False,False,False,True
atchison county,missouri,29005,396.5,33,-0.9,1,True,False,False,False,False,True
adams county,idaho,16003,396.4,32,-1.8,1,True,False,False,False,False,True
mason county,texas,48319,396.4,27,6.4,1,True,False,False,False,False,True
frederick county,virginia,51069,396.2,466,-1.5,1,False,True,False,True,False,False
san joaquin county,california,06077,396.2,3138,-2.8,1,False,True,False,True,False,False
genesee county,michigan,26049,396.2,2101,-7.9,1,False,True,False,True,False,False
otero county,colorado,08089,396,101,-1.4,1,True,False,False,True,False,False
ward county,texas,48475,395.8,46,-0.6,1,True,False,False,False,False,True
fairfax city,virginia,51600,395.6,108,0,1,False,True,False,False,False,True
mineral county,montana,30061,395.6,33,-0.5,1,False,True,False,False,False,True
tillamook county,oregon,41057,395.3,181,-0.8,1,True,False,False,True,False,False
maricopa county,arizona,04013,395.2,19841,-2.5,1,False,True,False,True,False,False
valencia county,new mexico,35061,395,387,-0.4,1,False,True,False,False,False,True
covington county,alabama,01039,394.7,219,-3,1,True,False,False,False,False,True
midland county,texas,48329,394.6,584,-1.6,1,False,True,False,True,False,False
fort bend county,texas,48157,394.6,3113,0.4,1,False,True,False,False,False,True
lewis county,washington,53041,394.6,463,-5.9,1,True,False,False,True,False,False
howard county,arkansas,05061,394.5,64,-1.3,1,True,False,False,True,False,False
shelby county,alabama,01117,394.4,1041,-5.3,1,False,True,False,True,False,False
platte county,missouri,29165,394.3,482,-0.8,1,False,True,False,True,False,False
morrow county,oregon,41049,394.3,58,-1.1,1,True,False,False,False,False,True
montgomery county,maryland,24031,394.2,5034,0.6,1,False,True,False,False,False,True
izard county,arkansas,05065,394.1,90,-5.6,1,True,False,False,True,False,False
madera county,california,06039,393.9,652,-0.4,1,False,True,False,False,False,True
jenkins county,georgia,13165,393.9,43,-1.1,1,True,False,False,False,False,True
cochise county,arizona,04003,393.9,736,-0.3,1,False,True,False,False,False,True
dawson county,nebraska,31047,393.8,114,-0.6,1,True,False,False,False,False,True
wilcox county,georgia,13315,393.2,48,-0.5,1,True,False,False,False,False,True
escambia county,alabama,01053,393.2,191,-6.5,1,True,False,False,True,False,False
cotton county,oklahoma,40033,393.2,33,0.3,1,False,True,False,False,False,True
arapahoe county,colorado,08005,393.1,2744,-0.3,1,False,True,False,False,False,True
nacogdoches county,texas,48347,393.1,279,5,1,True,False,False,False,False,True
utah county,utah,49049,393,1720,0.2,1,False,True,False,False,False,True
millard county,utah,49027,392.9,61,0.8,1,True,False,False,False,True,False
greene county,mississippi,28041,392.7,64,0.3,1,True,False,False,False,False,True
wayne county,nebraska,31179,392.5,42,-1.4,1,True,False,False,False,False,True
madison county,arkansas,05087,392.4,89,-0.4,1,False,True,False,False,False,True
erath county,texas,48143,392.2,175,-0.1,1,True,False,False,False,False,True
washington county,arkansas,05143,391.8,904,-3.3,1,False,True,False,True,False,False
mcintosh county,north dakota,38051,391.8,20,-0.1,1,True,False,False,False,False,True
norton city,virginia,51720,391.8,19,-3,1,True,False,False,True,False,False
sully county,south dakota,46119,391.6,8,1,1,True,False,False,False,False,True
motley county,texas,48345,391.4,9,-1.1,1,True,False,False,False,False,True
broomfield county,colorado,08014,391.3,318,-0.9,1,False,True,False,True,False,False
huerfano county,colorado,08055,391.3,50,-1.7,1,True,False,False,False,False,True
prince georges county,maryland,24033,391.2,4218,-0.6,1,False,True,False,True,False,False
vernon county,missouri,29217,391.2,109,-0.8,1,True,False,False,False,False,True
garfield county,colorado,08045,391.1,260,-0.8,1,True,False,False,False,False,True
tuscaloosa county,alabama,01125,391,926,-2.5,1,False,True,False,True,False,False
dakota county,nebraska,31043,390.8,87,-0.3,1,False,True,False,False,False,True
delta county,colorado,08029,390.8,203,-7.7,1,True,False,False,True,False,False
hanson county,south dakota,46061,390.8,14,-8.9,1,True,False,False,False,False,True
kittitas county,washington,53037,390.7,210,-0.6,1,True,False,False,False,False,True
lamoure county,north dakota,38045,390.6,26,12.5,1,True,False,False,False,False,True
terry county,texas,48445,390.6,53,-0.8,1,True,False,False,False,False,True
boulder county,colorado,08013,390.5,1440,-1.1,1,False,True,False,True,False,False
granite county,montana,30039,390.3,24,-0.8,1,True,False,False,False,False,True
fulton county,pennsylvania,42057,390.3,86,-4.7,1,True,False,False,True,False,False
caldwell county,missouri,29025,390.2,48,8,1,False,True,False,False,True,False
fresno county,california,06019,390.1,3806,-0.6,1,False,True,False,True,False,False
mackinac county,michigan,26097,390,75,-1,1,True,False,False,False,False,True
pinal county,arizona,04021,389.8,2233,0,1,False,True,False,False,False,True
cowlitz county,washington,53015,389.4,580,3.3,1,False,True,False,False,False,True
curry county,oregon,41015,389.4,187,-1.4,1,True,False,False,True,False,False
el paso county,colorado,08041,389.4,2903,-1.8,1,False,True,False,True,False,False
starr county,texas,48427,389.4,227,1.7,1,True,False,False,False,True,False
albemarle county,virginia,51003,389.2,575,-1.4,1,False,True,False,True,False,False
